School Name,Type,Major,Description,1 Year,4 Years,5 Years
Jarvis Christian University,"Private, nonprofit",Business Administration,Bachelor's Degree,34996,37748,29392
Inter American University of Puerto Rico-Ponce,"Private, nonprofit",Business Administration,Bachelor's Degree,18017,26110,27317
Universidad Ana G. Mendez-Carolina Campus,"Private, nonprofit",Business Administration,Bachelor's Degree,16658,19535,23108
Pontifical Catholic University of Puerto Rico-Arecibo,"Private, nonprofit",Business Administration,Bachelor's Degree,18225,22471,22708
Pontifical Catholic University of Puerto Rico-Mayaguez,"Private, nonprofit",Business Administration,Bachelor's Degree,18225,22471,22708
Pontifical Catholic University of Puerto Rico-Ponce,"Private, nonprofit",Business Administration,Bachelor's Degree,18225,22471,22708
University of Puerto Rico-Arecibo,Public,Business Administration,Bachelor's Degree,5288,18314,22101
University of Puerto Rico-Humacao,Public,Business Administration,Bachelor's Degree,8781,19131,21227
California State Polytechnic University-Humboldt,Public,Botany,Bachelor's Degree,30713,43749,52224
Northwestern University,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,68592,108516,129919
University of Pennsylvania,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,93310,105728,121488
University of California-San Diego,Public,Biomedical Engineering,Bachelor's Degree,65045,96808,118528
Santa Clara University,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,73710,98444,118457
Johns Hopkins University,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,76928,101300,118167
Duke University,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,69873,100584,115268
University of California-Los Angeles,Public,Biomedical Engineering,Bachelor's Degree,57874,97038,114571
George Washington University,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,69942,97853,114006
University of Southern California,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,80508,104579,112503
Rensselaer Polytechnic Institute,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,74427,98618,111812
California Polytechnic State University-San Luis Obispo,Public,Biomedical Engineering,Bachelor's Degree,81186,97977,111260
University of California-Irvine,Public,Biomedical Engineering,Bachelor's Degree,67170,82806,109350
Massachusetts Institute of Technology,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,70696,116182,106402
Vanderbilt University,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,63402,94340,105677
University of California-Davis,Public,Biomedical Engineering,Bachelor's Degree,68419,84254,105286
The Pennsylvania State University,Public,Biomedical Engineering,Bachelor's Degree,76531,97095,104854
Wentworth Institute of Technology,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,80401,90840,103502
Rochester Institute of Technology,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,72344,82443,103407
Drexel University,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,74860,88294,103385
University of Illinois Urbana-Champaign,Public,Biomedical Engineering,Bachelor's Degree,71485,94434,103191
University of Pittsburgh-Pittsburgh Campus,Public,Biomedical Engineering,Bachelor's Degree,67627,91369,103167
Lehigh University,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,72440,84975,103136
Georgia Institute of Technology-Main Campus,Public,Biomedical Engineering,Bachelor's Degree,74562,89405,102958
Worcester Polytechnic Institute,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,78283,88871,102711
University of Rochester,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,69414,86302,101457
Texas A & M University-College Station,Public,Biomedical Engineering,Bachelor's Degree,63249,87290,101088
Colorado School of Mines,Public,Biomedical Engineering,Bachelor's Degree,56529,87437,100802
Syracuse University,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,64660,89553,100385
University at Buffalo,Public,Biomedical Engineering,Bachelor's Degree,55974,75123,100258
Case Western Reserve University,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,78815,88056,99721
North Carolina State University at Raleigh,Public,Biomedical Engineering,Bachelor's Degree,74016,92574,99115
Boston University,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,69209,84960,98562
University of California-Santa Cruz,Public,Biomedical Engineering,Bachelor's Degree,55856,83334,98115
University of Utah,Public,Biomedical Engineering,Bachelor's Degree,68783,93547,97195
Oregon State University,Public,Biomedical Engineering,Bachelor's Degree,48134,69602,96618
Oregon State University-Cascades Campus,Public,Biomedical Engineering,Bachelor's Degree,48134,69602,96618
Washington State University,Public,Biomedical Engineering,Bachelor's Degree,30778,73096,95879
University of Virginia-Main Campus,Public,Biomedical Engineering,Bachelor's Degree,66823,94301,94692
University of Wisconsin-Madison,Public,Biomedical Engineering,Bachelor's Degree,74094,76003,94667
Stevens Institute of Technology,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,73454,82175,94580
University of Connecticut,Public,Biomedical Engineering,Bachelor's Degree,66075,84625,94444
University of Connecticut-Avery Point,Public,Biomedical Engineering,Bachelor's Degree,66075,84625,94444
University of Connecticut-Hartford Campus,Public,Biomedical Engineering,Bachelor's Degree,66075,84625,94444
University of Connecticut-Stamford,Public,Biomedical Engineering,Bachelor's Degree,66075,84625,94444
University of Connecticut-Waterbury Campus,Public,Biomedical Engineering,Bachelor's Degree,66075,84625,94444
Michigan Technological University,Public,Biomedical Engineering,Bachelor's Degree,63831,86435,94268
New Jersey Institute of Technology,Public,Biomedical Engineering,Bachelor's Degree,63449,83518,94193
University of Minnesota-Twin Cities,Public,Biomedical Engineering,Bachelor's Degree,76184,83177,93996
Rose-Hulman Institute of Technology,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,71714,83476,93920
Florida International University,Public,Biomedical Engineering,Bachelor's Degree,62254,80974,93714
University of Rhode Island,Public,Biomedical Engineering,Bachelor's Degree,68410,82317,93508
University of California-Davis,Public,Biomedical Engineering,Bachelor's Degree,59156,75451,93489
The University of Tennessee-Knoxville,Public,Biomedical Engineering,Bachelor's Degree,47261,72490,93023
Purdue University-Main Campus,Public,Biomedical Engineering,Bachelor's Degree,72749,78264,92892
University of California-Riverside,Public,Biomedical Engineering,Bachelor's Degree,61342,80773,92140
Stony Brook University,Public,Biomedical Engineering,Bachelor's Degree,39035,74723,92089
Marquette University,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,73526,79984,91571
The University of Texas at Austin,Public,Biomedical Engineering,Bachelor's Degree,56045,87087,91099
University of Delaware,Public,Biomedical Engineering,Bachelor's Degree,71980,77403,91058
Endicott College,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,34308,73642,89874
University of Iowa,Public,Biomedical Engineering,Bachelor's Degree,58144,76896,89577
University of California-Merced,Public,Biomedical Engineering,Bachelor's Degree,57223,82725,89244
Arizona State University Campus Immersion,Public,Biomedical Engineering,Bachelor's Degree,60828,81531,88459
Rutgers University-New Brunswick,Public,Biomedical Engineering,Bachelor's Degree,62097,80803,87822
Worcester State University,Public,Biomedical Engineering,Bachelor's Degree,70124,71966,87125
Ohio State University-Main Campus,Public,Biomedical Engineering,Bachelor's Degree,65469,81989,86881
Florida Gulf Coast University,Public,Biomedical Engineering,Bachelor's Degree,62972,71611,86835
University of Illinois Chicago,Public,Biomedical Engineering,Bachelor's Degree,55011,78717,86517
California State University-Northridge,Public,Biomedical Engineering,Bachelor's Degree,42712,65623,86383
University of Miami,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,67064,78561,86005
University of Michigan-Ann Arbor,Public,Biomedical Engineering,Bachelor's Degree,70307,84138,85471
University of Cincinnati-Main Campus,Public,Biomedical Engineering,Bachelor's Degree,72166,85695,85432
University of Alabama at Birmingham,Public,Biomedical Engineering,Bachelor's Degree,42570,63236,85321
Milwaukee School of Engineering,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,70090,75667,85180
Clemson University,Public,Biomedical Engineering,Bachelor's Degree,65110,73586,85149
Wright State University-Main Campus,Public,Biomedical Engineering,Bachelor's Degree,45570,73018,84716
University of Toledo,Public,Biomedical Engineering,Bachelor's Degree,69711,74617,84310
Indiana University-Purdue University-Indianapolis,Public,Biomedical Engineering,Bachelor's Degree,71852,76252,84223
The University of Texas at Dallas,Public,Biomedical Engineering,Bachelor's Degree,58916,73218,82860
University of Houston,Public,Biomedical Engineering,Bachelor's Degree,49916,63591,81038
Binghamton University,Public,Biomedical Engineering,Bachelor's Degree,58999,75680,80875
California State Polytechnic University-Pomona,Public,Biomedical Engineering,Bachelor's Degree,60697,70089,80268
CUNY City College,Public,Biomedical Engineering,Bachelor's Degree,56711,67733,79610
University of Akron Main Campus,Public,Biomedical Engineering,Bachelor's Degree,61226,69004,76829
Virginia Commonwealth University,Public,Biomedical Engineering,Bachelor's Degree,54133,68352,76242
California State University-San Marcos,Public,Biomedical Engineering,Bachelor's Degree,49615,59766,75425
Mississippi State University,Public,Biomedical Engineering,Bachelor's Degree,45483,69213,75267
Louisiana State University and Agricultural & Mechanical College,Public,Biomedical Engineering,Bachelor's Degree,44717,58601,74903
Southern California Institute of Technology,"Private, for-profit",Biomedical Engineering,Bachelor's Degree,74115,71931,74370
Utah Valley University,Public,Biomedical Engineering,Bachelor's Degree,52118,61720,73416
University of South Carolina-Columbia,Public,Biomedical Engineering,Bachelor's Degree,57311,71054,73342
Illinois Institute of Technology,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,48572,66587,72853
Rochester Institute of Technology,"Private, nonprofit",Biomedical Engineering,Bachelor's Degree,41895,57558,63542
